il,ilçe,mahalle,processed_il,processed_ilce,processed_mahalle
DİYARBAKIR,ERGANİ,KAVURMAKÜPÜ,diyarbakir,ergani,kavurmakupu
DİYARBAKIR,ERGANİ,KAVAKLI,diyarbakir,ergani,kavakli
DİYARBAKIR,ERGANİ,KARŞIBAĞLAR,diyarbakir,ergani,karsibaglar
DİYARBAKIR,ERGANİ,KARPUZLU,diyarbakir,ergani,karpuzlu
DİYARBAKIR,ERGANİ,KOCAALİ,diyarbakir,ergani,kocaali
DİYARBAKIR,ERGANİ,KAYAN,diyarbakir,ergani,kayan
DİYARBAKIR,ERGANİ,SARAY,diyarbakir,ergani,saray
DİYARBAKIR,ERGANİ,SANAYİ,diyarbakir,ergani,sanayi
DİYARBAKIR,ERGANİ,OTLUCA,diyarbakir,ergani,otluca
DİYARBAKIR,ERGANİ,SALİHLİ,diyarbakir,ergani,salihli
DİYARBAKIR,ERGANİ,SALLAR,diyarbakir,ergani,sallar
DİYARBAKIR,ERGANİ,SALLICA,diyarbakir,ergani,sallica
DİYARBAKIR,ERGANİ,ÖZBİLEK,diyarbakir,ergani,ozbilek
DİYARBAKIR,ERGANİ,MORKOYUN,diyarbakir,ergani,morkoyun
DİYARBAKIR,ERGANİ,ORTAAĞAÇ,diyarbakir,ergani,ortaagac
DİYARBAKIR,ERGANİ,ORTAYAZI,diyarbakir,ergani,ortayazi
DİYARBAKIR,ERGANİ,YENİKÖY,diyarbakir,ergani,yenikoy
DİYARBAKIR,ERGANİ,YEŞİLKÖY,diyarbakir,ergani,yesilkoy
DİYARBAKIR,ERGANİ,USLUCA,diyarbakir,ergani,usluca
DİYARBAKIR,ERGANİ,ÜZÜMLÜ,diyarbakir,ergani,uzumlu
DİYARBAKIR,ERGANİ,ÜÇKARDEŞ,diyarbakir,ergani,uckardes
DİYARBAKIR,ERGANİ,YAMAÇLAR,diyarbakir,ergani,yamaclar
DİYARBAKIR,ERGANİ,YAKACIK,diyarbakir,ergani,yakacik
DİYARBAKIR,ERGANİ,SABIRLI,diyarbakir,ergani,sabirli
DİYARBAKIR,ERGANİ,SESVERENPINAR,diyarbakir,ergani,sesverenpinar
DİYARBAKIR,ERGANİ,SÖKÜNDÜZÜ,diyarbakir,ergani,sokunduzu
DİYARBAKIR,ERGANİ,PINARKAYA,diyarbakir,ergani,pinarkaya
DİYARBAKIR,ERGANİ,OLGUN,diyarbakir,ergani,olgun
DİYARBAKIR,ERGANİ,NAMIKKEMAL,diyarbakir,ergani,namikkemal
DİYARBAKIR,ERGANİ,YAYVANTEPE,diyarbakir,ergani,yayvantepe
DİYARBAKIR,ERGANİ,YAPRAKLI,diyarbakir,ergani,yaprakli
DİYARBAKIR,ERGANİ,YUKARIKARPUZLU,diyarbakir,ergani,yukarikarpuzlu
DİYARBAKIR,ERGANİ,YUKARIKUYULU,diyarbakir,ergani,yukarikuyulu
DİYARBAKIR,ERGANİ,YOLBULAN,diyarbakir,ergani,yolbulan
DİYARBAKIR,ERGANİ,YOLKÖPRÜ,diyarbakir,ergani,yolkopru
DİYARBAKIR,ERGANİ,YONCALI,diyarbakir,ergani,yoncali
DİYARBAKIR,ERGANİ,YUKARIBİTİKÇİ,diyarbakir,ergani,yukaribitikci
DİYARBAKIR,ERGANİ,SAVAŞ,diyarbakir,ergani,savas
DİYARBAKIR,ERGANİ,ZİYARET,diyarbakir,ergani,ziyaret
DİYARBAKIR,ERGANİ,SELMANKÖY,diyarbakir,ergani,selmankoy
DİYARBAKIR,ERGANİ,ŞÖLEN,diyarbakir,ergani,solen
DİYARBAKIR,ERGANİ,TEVEKLİ,diyarbakir,ergani,tevekli
DİYARBAKIR,ERGANİ,ŞİRİNEVLER,diyarbakir,ergani,sirinevler
DİYARBAKIR,ERGANİ,AKÇAKALE,diyarbakir,ergani,akcakale
DİYARBAKIR,ERGANİ,AKÇOBAN,diyarbakir,ergani,akcoban
DİYARBAKIR,ERGANİ,ADNAN MENDERES,diyarbakir,ergani,adnan menderes
DİYARBAKIR,ERGANİ,AHMETLİ,diyarbakir,ergani,ahmetli
DİYARBAKIR,ERGANİ,ARMUTOVA,diyarbakir,ergani,armutova
DİYARBAKIR,ERGANİ,ALİTAŞI,diyarbakir,ergani,alitasi
DİYARBAKIR,ERGANİ,BADEMLİ,diyarbakir,ergani,bademli
DİYARBAKIR,ERGANİ,BAGÜR,diyarbakir,ergani,bagur
DİYARBAKIR,ERGANİ,AZIKLI,diyarbakir,ergani,azikli
DİYARBAKIR,ERGANİ,AZİZİYE,diyarbakir,ergani,aziziye
DİYARBAKIR,ERGANİ,BAHÇEKAŞI,diyarbakir,ergani,bahcekasi
DİYARBAKIR,ERGANİ,BOĞAZKÖY,diyarbakir,ergani,bogazkoy
DİYARBAKIR,ERGANİ,BONCUKLU,diyarbakir,ergani,boncuklu
DİYARBAKIR,ERGANİ,BOZYER,diyarbakir,ergani,bozyer
DİYARBAKIR,ERGANİ,COŞKUN,diyarbakir,ergani,coskun
DİYARBAKIR,ERGANİ,CÖMERT,diyarbakir,ergani,comert
DİYARBAKIR,ERGANİ,ÇAKIRFAKIR,diyarbakir,ergani,cakirfakir
DİYARBAKIR,ERGANİ,ÇAKARTAŞ,diyarbakir,ergani,cakartas
DİYARBAKIR,ERGANİ,DEREBOYU,diyarbakir,ergani,dereboyu
DİYARBAKIR,ERGANİ,ÇUKURDERE,diyarbakir,ergani,cukurdere
DİYARBAKIR,ERGANİ,DEVELİ,diyarbakir,ergani,develi
DİYARBAKIR,ERGANİ,DERİNGÖZE,diyarbakir,ergani,deringoze
DİYARBAKIR,ERGANİ,DİBEKTAŞ,diyarbakir,ergani,dibektas
DİYARBAKIR,ERGANİ,DEVLETKUŞU,diyarbakir,ergani,devletkusu
DİYARBAKIR,ERGANİ,ÇİMLİHÖYÜK,diyarbakir,ergani,cimlihoyuk
DİYARBAKIR,ERGANİ,AŞAĞIBİTİKÇİ,diyarbakir,ergani,asagibitikci
DİYARBAKIR,ERGANİ,AŞAĞIKUYULU,diyarbakir,ergani,asagikuyulu
DİYARBAKIR,ERGANİ,DOĞANKÖY,diyarbakir,ergani,dogankoy
DİYARBAKIR,ERGANİ,BEREKETLİ,diyarbakir,ergani,bereketli
DİYARBAKIR,ERGANİ,CANVEREN,diyarbakir,ergani,canveren
DİYARBAKIR,ERGANİ,CAFERAN,diyarbakir,ergani,caferan
DİYARBAKIR,ERGANİ,DEĞİRMENDERE,diyarbakir,ergani,degirmendere
DİYARBAKIR,ERGANİ,DALLIDAĞ,diyarbakir,ergani,dallidag
DİYARBAKIR,ERGANİ,ÇAYKÖY,diyarbakir,ergani,caykoy
DİYARBAKIR,ERGANİ,ÇAYIRDERE,diyarbakir,ergani,cayirdere
DİYARBAKIR,ERGANİ,DAĞARASI,diyarbakir,ergani,dagarasi
DİYARBAKIR,ERGANİ,DEMİRLİ,diyarbakir,ergani,demirli
DİYARBAKIR,ERGANİ,GÜNEŞTEPE,diyarbakir,ergani,gunestepe
DİYARBAKIR,ERGANİ,GİRAYLAR,diyarbakir,ergani,giraylar
DİYARBAKIR,ERGANİ,FEVZİ ÇAKMAK,diyarbakir,ergani,fevzi cakmak
DİYARBAKIR,ERGANİ,GÖZLÜ,diyarbakir,ergani,gozlu
DİYARBAKIR,ERGANİ,GÖZEKAYA,diyarbakir,ergani,gozekaya
DİYARBAKIR,ERGANİ,GÜLERCE,diyarbakir,ergani,gulerce
DİYARBAKIR,ERGANİ,HANÇERLİ,diyarbakir,ergani,hancerli
DİYARBAKIR,ERGANİ,GÖKİÇİ,diyarbakir,ergani,gokici
DİYARBAKIR,ERGANİ,FATİH,diyarbakir,ergani,fatih
DİYARBAKIR,ERGANİ,GÜZELYURT,diyarbakir,ergani,guzelyurt
DİYARBAKIR,ERGANİ,HENDEKKÖY,diyarbakir,ergani,hendekkoy
DİYARBAKIR,ERGANİ,KOYUNALAN,diyarbakir,ergani,koyunalan
DİYARBAKIR,ERGANİ,KÖMÜRTAŞ,diyarbakir,ergani,komurtas
DİYARBAKIR,ERGANİ,KUMÇİ,diyarbakir,ergani,kumci
DİYARBAKIR,ERGANİ,KEMALİYE,diyarbakir,ergani,kemaliye
DİYARBAKIR,ERGANİ,KORTAŞ,diyarbakir,ergani,kortas
DİYARBAKIR,ERGANİ,KIRALAN,diyarbakir,ergani,kiralan
DİYARBAKIR,ERGANİ,KESENTAŞ,diyarbakir,ergani,kesentas
DİYARBAKIR,ERGANİ,KEMERTAŞ,diyarbakir,ergani,kemertas
DİYARBAKIR,ERGANİ,İSTASYON,diyarbakir,ergani,istasyon
DİYARBAKIR,ERGANİ,İNCEHIDIR,diyarbakir,ergani,incehidir
DİYARBAKIR,HANİ,KIRIM,diyarbakir,hani,kirim
DİYARBAKIR,HANİ,MERKEZ,diyarbakir,hani,merkez
DİYARBAKIR,HANİ,KALABA,diyarbakir,hani,kalaba
DİYARBAKIR,HANİ,GÖMEÇ,diyarbakir,hani,gomec
DİYARBAKIR,HANİ,GÜRBÜZ,diyarbakir,hani,gurbuz
DİYARBAKIR,HANİ,ÇARDAKLI,diyarbakir,hani,cardakli
DİYARBAKIR,HANİ,ÇARŞI,diyarbakir,hani,carsi
DİYARBAKIR,HANİ,BELEN,diyarbakir,hani,belen
DİYARBAKIR,HANİ,DERELİ,diyarbakir,hani,dereli
DİYARBAKIR,HANİ,ÇUKURKÖY,diyarbakir,hani,cukurkoy
DİYARBAKIR,HANİ,ANIL,diyarbakir,hani,anil
DİYARBAKIR,HANİ,ABACILAR,diyarbakir,hani,abacilar
DİYARBAKIR,HANİ,AKÇAYURT,diyarbakir,hani,akcayurt
DİYARBAKIR,HANİ,TOPÇULAR,diyarbakir,hani,topcular
DİYARBAKIR,HANİ,SÜSLÜ,diyarbakir,hani,suslu
DİYARBAKIR,HANİ,ZİRVE,diyarbakir,hani,zirve
DİYARBAKIR,HANİ,YAYVAN,diyarbakir,hani,yayvan
DİYARBAKIR,HANİ,OKURKÖY,diyarbakir,hani,okurkoy
DİYARBAKIR,HANİ,SOYLU,diyarbakir,hani,soylu
DİYARBAKIR,HANİ,SERGEN,diyarbakir,hani,sergen
DİYARBAKIR,HANİ,SERENKÖY,diyarbakir,hani,serenkoy
DİYARBAKIR,HANİ,VEZİRİ,diyarbakir,hani,veziri
DİYARBAKIR,HANİ,UZUNLAR,diyarbakir,hani,uzunlar
DİYARBAKIR,HANİ,YUKARITURALI,diyarbakir,hani,yukariturali
DİYARBAKIR,HANİ,KUYULAR,diyarbakir,hani,kuyular
DİYARBAKIR,HANİ,KALEDİBİ,diyarbakir,hani,kaledibi
DİYARBAKIR,HAZRO,KAVAKLIBOĞAZ,diyarbakir,hazro,kavaklibogaz
DİYARBAKIR,HAZRO,KOÇBABA,diyarbakir,hazro,kocbaba
DİYARBAKIR,HAZRO,MEŞEBAĞLARI,diyarbakir,hazro,mesebaglari
DİYARBAKIR,HAZRO,SARIERİK,diyarbakir,hazro,sarierik
DİYARBAKIR,HAZRO,SARIÇANAK,diyarbakir,hazro,saricanak
DİYARBAKIR,HAZRO,MUTLUCA,diyarbakir,hazro,mutluca
DİYARBAKIR,HAZRO,UZUNARGIT,diyarbakir,hazro,uzunargit
DİYARBAKIR,HAZRO,TERDÖKEN,diyarbakir,hazro,terdoken
DİYARBAKIR,HAZRO,VARINCA,diyarbakir,hazro,varinca
DİYARBAKIR,HAZRO,ÜLGEN,diyarbakir,hazro,ulgen
DİYARBAKIR,HAZRO,ORMANKAYA,diyarbakir,hazro,ormankaya
DİYARBAKIR,HAZRO,REŞİK,diyarbakir,hazro,resik
DİYARBAKIR,HAZRO,YAZGI,diyarbakir,hazro,yazgi
DİYARBAKIR,HAZRO,TOPALAN,diyarbakir,hazro,topalan
DİYARBAKIR,HAZRO,AĞARTI,diyarbakir,hazro,agarti
DİYARBAKIR,HAZRO,BAHÇE,diyarbakir,hazro,bahce
DİYARBAKIR,HAZRO,BAĞYURDU,diyarbakir,hazro,bagyurdu
DİYARBAKIR,HAZRO,ÇÖKEKSU,diyarbakir,hazro,cokeksu
DİYARBAKIR,HAZRO,ÇİTLİBAHÇE,diyarbakir,hazro,citlibahce
DİYARBAKIR,HAZRO,BAYIRDÜZÜ,diyarbakir,hazro,bayirduzu
DİYARBAKIR,HAZRO,CAMİ,diyarbakir,hazro,cami
DİYARBAKIR,HAZRO,DADAŞ,diyarbakir,hazro,dadas
DİYARBAKIR,HAZRO,GEDİKALANI,diyarbakir,hazro,gedikalani
DİYARBAKIR,HAZRO,ELHUVAN,diyarbakir,hazro,elhuvan
DİYARBAKIR,HAZRO,GÖZLÜ,diyarbakir,hazro,gozlu
DİYARBAKIR,HAZRO,HÜRRİYET,diyarbakir,hazro,hurriyet
DİYARBAKIR,HAZRO,KULAÇTEPE,diyarbakir,hazro,kulactepe
DİYARBAKIR,HAZRO,KIRMATAŞ,diyarbakir,hazro,kirmatas
DİYARBAKIR,HAZRO,KIRKKAŞIK,diyarbakir,hazro,kirkkasik
DİYARBAKIR,HAZRO,İNCEKAVAK,diyarbakir,hazro,incekavak
DİYARBAKIR,HAZRO,İŞKAR,diyarbakir,hazro,iskar
DİYARBAKIR,KAYAPINAR,KIRKPINAR,diyarbakir,kayapinar,kirkpinar
DİYARBAKIR,KAYAPINAR,KEKLİK,diyarbakir,kayapinar,keklik
DİYARBAKIR,KAYAPINAR,KARAYAKUP,diyarbakir,kayapinar,karayakup
DİYARBAKIR,KAYAPINAR,MEDYA,diyarbakir,kayapinar,medya
DİYARBAKIR,KAYAPINAR,KALDIRIMKÖY,diyarbakir,kayapinar,kaldirimkoy
DİYARBAKIR,KAYAPINAR,HUZUREVLERİ,diyarbakir,kayapinar,huzurevleri
DİYARBAKIR,KAYAPINAR,GÖZEGÖL,diyarbakir,kayapinar,gozegol
DİYARBAKIR,KAYAPINAR,GÖZALAN,diyarbakir,kayapinar,gozalan
DİYARBAKIR,KAYAPINAR,GÜLEÇOBA,diyarbakir,kayapinar,gulecoba
DİYARBAKIR,KAYAPINAR,HARMANARDI,diyarbakir,kayapinar,harmanardi
DİYARBAKIR,KAYAPINAR,HATİPOĞLU,diyarbakir,kayapinar,hatipoglu
DİYARBAKIR,KAYAPINAR,ESENTEPE,diyarbakir,kayapinar,esentepe
DİYARBAKIR,KAYAPINAR,FIRAT,diyarbakir,kayapinar,firat
DİYARBAKIR,KAYAPINAR,CANKATRAN,diyarbakir,kayapinar,cankatran
DİYARBAKIR,KAYAPINAR,BAYKARA,diyarbakir,kayapinar,baykara
DİYARBAKIR,KAYAPINAR,BENEKLİTAŞ,diyarbakir,kayapinar,beneklitas
DİYARBAKIR,KAYAPINAR,ÇÖLGÜZELİ,diyarbakir,kayapinar,colguzeli
DİYARBAKIR,KAYAPINAR,DİCLEKENT,diyarbakir,kayapinar,diclekent
DİYARBAKIR,KAYAPINAR,BARIŞ,diyarbakir,kayapinar,baris
DİYARBAKIR,KAYAPINAR,AVCISUYU,diyarbakir,kayapinar,avcisuyu
DİYARBAKIR,KAYAPINAR,CÜCÜK,diyarbakir,kayapinar,cucuk
DİYARBAKIR,KAYAPINAR,CUMHURİYET,diyarbakir,kayapinar,cumhuriyet
DİYARBAKIR,KAYAPINAR,TİŞO,diyarbakir,kayapinar,tiso
DİYARBAKIR,KAYAPINAR,TOSUNLU,diyarbakir,kayapinar,tosunlu
DİYARBAKIR,KAYAPINAR,TABAN,diyarbakir,kayapinar,taban
DİYARBAKIR,KAYAPINAR,SULTANTEPE,diyarbakir,kayapinar,sultantepe
DİYARBAKIR,KAYAPINAR,YOLBOYU,diyarbakir,kayapinar,yolboyu
DİYARBAKIR,KAYAPINAR,PEYAS,diyarbakir,kayapinar,peyas
DİYARBAKIR,KAYAPINAR,PETEK,diyarbakir,kayapinar,petek
DİYARBAKIR,KAYAPINAR,SAĞKULAK,diyarbakir,kayapinar,sagkulak
DİYARBAKIR,KAYAPINAR,TALAYTEPE,diyarbakir,kayapinar,talaytepe
DİYARBAKIR,KAYAPINAR,UYANDIK,diyarbakir,kayapinar,uyandik
DİYARBAKIR,KAYAPINAR,YENİÖZERLİ,diyarbakir,kayapinar,yeniozerli
DİYARBAKIR,KAYAPINAR,MEZOPOTAMYA,diyarbakir,kayapinar,mezopotamya
DİYARBAKIR,KOCAKÖY,KOKULUPINAR,diyarbakir,kocakoy,kokulupinar
DİYARBAKIR,KOCAKÖY,KAYA,diyarbakir,kocakoy,kaya
DİYARBAKIR,KOCAKÖY,YENİŞEHİR,diyarbakir,kocakoy,yenisehir
DİYARBAKIR,KOCAKÖY,TEPECİK,diyarbakir,kocakoy,tepecik
DİYARBAKIR,KOCAKÖY,SUÇIKTI,diyarbakir,kocakoy,sucikti
DİYARBAKIR,KOCAKÖY,YAZIKÖY,diyarbakir,kocakoy,yazikoy
DİYARBAKIR,KOCAKÖY,ŞAKLAT,diyarbakir,kocakoy,saklat
DİYARBAKIR,KOCAKÖY,ŞEYHŞERAFETTİN,diyarbakir,kocakoy,seyhserafettin
DİYARBAKIR,KOCAKÖY,ŞERİFOĞULLARI,diyarbakir,kocakoy,serifogullari
DİYARBAKIR,KOCAKÖY,ÇAKMAKLI,diyarbakir,kocakoy,cakmakli
DİYARBAKIR,KOCAKÖY,BOZYAR,diyarbakir,kocakoy,bozyar
DİYARBAKIR,KOCAKÖY,BOZBAĞLAR,diyarbakir,kocakoy,bozbaglar
DİYARBAKIR,KOCAKÖY,BOYUNLU,diyarbakir,kocakoy,boyunlu
DİYARBAKIR,KOCAKÖY,ANBAR,diyarbakir,kocakoy,anbar
DİYARBAKIR,KOCAKÖY,ARKBAŞI,diyarbakir,kocakoy,arkbasi
DİYARBAKIR,KOCAKÖY,ÇAYIRLI,diyarbakir,kocakoy,cayirli
DİYARBAKIR,KOCAKÖY,ÇAYTEPE,diyarbakir,kocakoy,caytepe
DİYARBAKIR,KOCAKÖY,GÖKÇEN,diyarbakir,kocakoy,gokcen
DİYARBAKIR,KOCAKÖY,EYÜPLER,diyarbakir,kocakoy,eyupler
DİYARBAKIR,KOCAKÖY,GÜNALAN,diyarbakir,kocakoy,gunalan
DİYARBAKIR,KOCAKÖY,HACIREŞİT,diyarbakir,kocakoy,haciresit
DİYARBAKIR,KOCAKÖY,GÖZEBAŞI,diyarbakir,kocakoy,gozebasi
DİYARBAKIR,KULP,GÜLEÇ,diyarbakir,kulp,gulec
DİYARBAKIR,KULP,GÜLLÜK,diyarbakir,kulp,gulluk
DİYARBAKIR,KULP,HAMZALI,diyarbakir,kulp,hamzali
DİYARBAKIR,KULP,DÜZCE,diyarbakir,kulp,duzce
DİYARBAKIR,KULP,DEMİRLİ,diyarbakir,kulp,demirli
DİYARBAKIR,KULP,KARAORMAN,diyarbakir,kulp,karaorman
DİYARBAKIR,KULP,KONUKLU,diyarbakir,kulp,konuklu
DİYARBAKIR,KULP,İNKAYA,diyarbakir,kulp,inkaya
DİYARBAKIR,KULP,İSLAMKÖY,diyarbakir,kulp,islamkoy
DİYARBAKIR,KULP,BAYIRKÖY,diyarbakir,kulp,bayirkoy
DİYARBAKIR,KULP,BAŞBUĞ,diyarbakir,kulp,basbug
DİYARBAKIR,KULP,BARIN,diyarbakir,kulp,barin
DİYARBAKIR,KULP,BALOĞLU,diyarbakir,kulp,baloglu
DİYARBAKIR,KULP,DOLUN,diyarbakir,kulp,dolun
DİYARBAKIR,KULP,AŞAĞIELMALI,diyarbakir,kulp,asagielmali
DİYARBAKIR,KULP,ÇUKURCA,diyarbakir,kulp,cukurca
DİYARBAKIR,KULP,ARGUNKÖY,diyarbakir,kulp,argunkoy
DİYARBAKIR,KULP,ALACA,diyarbakir,kulp,alaca
DİYARBAKIR,KULP,AĞAÇKORUR,diyarbakir,kulp,agackorur
DİYARBAKIR,KULP,AĞAÇLI,diyarbakir,kulp,agacli
DİYARBAKIR,KULP,AĞILLI,diyarbakir,kulp,agilli
DİYARBAKIR,KULP,AKÇASIR,diyarbakir,kulp,akcasir
DİYARBAKIR,KULP,AKBULAK,diyarbakir,kulp,akbulak
DİYARBAKIR,KULP,AKDORUK,diyarbakir,kulp,akdoruk
DİYARBAKIR,KULP,ÇAĞLAYAN,diyarbakir,kulp,caglayan
DİYARBAKIR,KULP,AYHANKÖY,diyarbakir,kulp,ayhankoy
DİYARBAKIR,KULP,AYGÜN,diyarbakir,kulp,aygun
DİYARBAKIR,KULP,BAĞCILAR,diyarbakir,kulp,bagcilar
DİYARBAKIR,KULP,TUZLAKÖY,diyarbakir,kulp,tuzlakoy
DİYARBAKIR,KULP,TURGUT ÖZAL,diyarbakir,kulp,turgut ozal
DİYARBAKIR,KULP,ZEYREK,diyarbakir,kulp,zeyrek
DİYARBAKIR,KULP,YUVACIK,diyarbakir,kulp,yuvacik
DİYARBAKIR,KULP,YAYLAK,diyarbakir,kulp,yaylak
DİYARBAKIR,KULP,YAYIKKÖY,diyarbakir,kulp,yayikkoy
DİYARBAKIR,KULP,TAŞKÖPRÜ,diyarbakir,kulp,taskopru
DİYARBAKIR,KULP,NARLICA,diyarbakir,kulp,narlica
DİYARBAKIR,KULP,TEMREN,diyarbakir,kulp,temren
DİYARBAKIR,KULP,UYGUR,diyarbakir,kulp,uygur
DİYARBAKIR,KULP,UZUNOVA,diyarbakir,kulp,uzunova
DİYARBAKIR,KULP,TEPECİK,diyarbakir,kulp,tepecik
DİYARBAKIR,KULP,ÜÇKUYU,diyarbakir,kulp,uckuyu
DİYARBAKIR,KULP,ÜNAL,diyarbakir,kulp,unal
DİYARBAKIR,KULP,YAKITKÖY,diyarbakir,kulp,yakitkoy
DİYARBAKIR,KULP,YEŞİLKÖY,diyarbakir,kulp,yesilkoy
DİYARBAKIR,KULP,KAYACIK,diyarbakir,kulp,kayacik
DİYARBAKIR,KULP,KAYAHAN,diyarbakir,kulp,kayahan
DİYARBAKIR,KULP,KARPUZLU,diyarbakir,kulp,karpuzlu
DİYARBAKIR,KULP,KAMIŞLI,diyarbakir,kulp,kamisli
DİYARBAKIR,KULP,KARABULAK,diyarbakir,kulp,karabulak
DİYARBAKIR,KULP,KARAAĞAÇ,diyarbakir,kulp,karaagac
DİYARBAKIR,KULP,KOÇKAR,diyarbakir,kulp,kockar
DİYARBAKIR,KULP,KURUDERE,diyarbakir,kulp,kurudere
DİYARBAKIR,KULP,KAYNAK,diyarbakir,kulp,kaynak
DİYARBAKIR,KULP,MERKEZ YENİ,diyarbakir,kulp,merkez yeni
DİYARBAKIR,KULP,MERKEZ ESKİ,diyarbakir,kulp,merkez eski
DİYARBAKIR,KULP,ÖZBEK,diyarbakir,kulp,ozbek
DİYARBAKIR,KULP,SALTUKKÖY,diyarbakir,kulp,saltukkoy
DİYARBAKIR,KULP,SALKIMLI,diyarbakir,kulp,salkimli
DİYARBAKIR,LİCE,ÖRTÜLÜ,diyarbakir,lice,ortulu
DİYARBAKIR,LİCE,OYUKLU,diyarbakir,lice,oyuklu
DİYARBAKIR,LİCE,MÜMİNAĞA,diyarbakir,lice,muminaga
DİYARBAKIR,LİCE,ORTAÇ,diyarbakir,lice,ortac
DİYARBAKIR,LİCE,MURADİYE,diyarbakir,lice,muradiye
DİYARBAKIR,LİCE,MULLA,diyarbakir,lice,mulla
DİYARBAKIR,LİCE,KIYIKÖY,diyarbakir,lice,kiyikoy
DİYARBAKIR,LİCE,KUTLU,diyarbakir,lice,kutlu
DİYARBAKIR,LİCE,KALI,diyarbakir,lice,kali
DİYARBAKIR,LİCE,YEŞİLBURÇ,diyarbakir,lice,yesilburc
DİYARBAKIR,LİCE,YENİŞEHİR,diyarbakir,lice,yenisehir
DİYARBAKIR,LİCE,YAMAÇLI,diyarbakir,lice,yamacli
DİYARBAKIR,LİCE,YALIMLI,diyarbakir,lice,yalimli
DİYARBAKIR,LİCE,YALAZA,diyarbakir,lice,yalaza
DİYARBAKIR,LİCE,ÜÇDAMLAR,diyarbakir,lice,ucdamlar
DİYARBAKIR,LİCE,TEPE,diyarbakir,lice,tepe
DİYARBAKIR,LİCE,SERİNCE,diyarbakir,lice,serince
DİYARBAKIR,LİCE,SIĞINAK,diyarbakir,lice,siginak
DİYARBAKIR,LİCE,YAPRAKKÖY,diyarbakir,lice,yaprakkoy
DİYARBAKIR,LİCE,ULUCAK,diyarbakir,lice,ulucak
DİYARBAKIR,LİCE,YOLÇATI,diyarbakir,lice,yolcati
DİYARBAKIR,LİCE,YORULMAZ,diyarbakir,lice,yorulmaz
DİYARBAKIR,LİCE,YÜNLÜCE,diyarbakir,lice,yunluce
DİYARBAKIR,LİCE,ZİYARET,diyarbakir,lice,ziyaret
DİYARBAKIR,LİCE,ZÜMRÜT,diyarbakir,lice,zumrut
DİYARBAKIR,LİCE,SAVAT,diyarbakir,lice,savat
DİYARBAKIR,LİCE,ŞAAR,diyarbakir,lice,saar
DİYARBAKIR,LİCE,SAYDAMLI,diyarbakir,lice,saydamli
DİYARBAKIR,LİCE,TUZLAKÖY,diyarbakir,lice,tuzlakoy
DİYARBAKIR,LİCE,UÇARLI,diyarbakir,lice,ucarli
DİYARBAKIR,LİCE,TÜRELİ,diyarbakir,lice,tureli
DİYARBAKIR,LİCE,ŞENLİK,diyarbakir,lice,senlik
DİYARBAKIR,LİCE,BAĞLAN,diyarbakir,lice,baglan
DİYARBAKIR,LİCE,BAHARLAR,diyarbakir,lice,baharlar
DİYARBAKIR,LİCE,BİRLİK,diyarbakir,lice,birlik
DİYARBAKIR,LİCE,ÇAĞDAŞ,diyarbakir,lice,cagdas
DİYARBAKIR,LİCE,BUDAK,diyarbakir,lice,budak
DİYARBAKIR,LİCE,AKÇABUDAK,diyarbakir,lice,akcabudak
DİYARBAKIR,LİCE,ABALI,diyarbakir,lice,abali
DİYARBAKIR,LİCE,ARIKLI,diyarbakir,lice,arikli
DİYARBAKIR,LİCE,DİBEKKÖY,diyarbakir,lice,dibekkoy
DİYARBAKIR,LİCE,DERNEK,diyarbakir,lice,dernek
DİYARBAKIR,LİCE,ÇIRALI,diyarbakir,lice,cirali
DİYARBAKIR,LİCE,DOLUNAY,diyarbakir,lice,dolunay
DİYARBAKIR,LİCE,BAYIRLI,diyarbakir,lice,bayirli
DİYARBAKIR,LİCE,CAMİ KEBİR,diyarbakir,lice,cami kebir
DİYARBAKIR,LİCE,ÇEPER,diyarbakir,lice,ceper
DİYARBAKIR,LİCE,DALLICA,diyarbakir,lice,dallica
DİYARBAKIR,LİCE,DAMAR,diyarbakir,lice,damar
DİYARBAKIR,LİCE,DARALAN,diyarbakir,lice,daralan
DİYARBAKIR,LİCE,ÇAVUNDUR,diyarbakir,lice,cavundur
DİYARBAKIR,LİCE,ÇARŞI,diyarbakir,lice,carsi
DİYARBAKIR,LİCE,KABAKAYA,diyarbakir,lice,kabakaya
DİYARBAKIR,LİCE,KARAHASAN,diyarbakir,lice,karahasan
DİYARBAKIR,LİCE,KIRALAN,diyarbakir,lice,kiralan
DİYARBAKIR,LİCE,KIPÇAK,diyarbakir,lice,kipcak
DİYARBAKIR,LİCE,KILIÇLI,diyarbakir,lice,kilicli
DİYARBAKIR,LİCE,KELVAN,diyarbakir,lice,kelvan
DİYARBAKIR,LİCE,HEDİK,diyarbakir,lice,hedik
DİYARBAKIR,LİCE,KUMLUCA,diyarbakir,lice,kumluca
DİYARBAKIR,LİCE,KÖRTÜK,diyarbakir,lice,kortuk
DİYARBAKIR,LİCE,DELVAN,diyarbakir,lice,delvan
DİYARBAKIR,LİCE,DURUKÖY,diyarbakir,lice,durukoy
DİYARBAKIR,LİCE,ECEMİŞ,diyarbakir,lice,ecemis
DİYARBAKIR,LİCE,GÜRBEYLİ,diyarbakir,lice,gurbeyli
DİYARBAKIR,LİCE,GÜLDİKEN,diyarbakir,lice,guldiken
